chrom	gene	exonStart	exonEnd	strand
chr20	OSBPL2	62281057	62281879	+
chr20	ARFGAP1	63287563	63289788	+
chr20	LIME1	63737820	63738060	+
chr20	LIME1	63737820	63738060	+
chr20	TCEA2	64069764	64070635	+
chr20	TCEA2	64069764	64070414	+
chr20	SLC52A3	760079	761824	-
chr20	SIRPB2	1479699	1480065	-
chr20	IDH3B	2658394	2658837	-
chr20	IDH3B	2658394	2658837	-
chr20	LZTS3	3165496	3166360	-
chr20	GFRA4	3660754	3661289	-
chr20	LINC00658	5433788	5434405	-
chr20	LINC00658	5433788	5434405	-
chr20	LINC00658	5433788	5434405	-
chr20	LINC00658	5433788	5434405	-
chr20	LINC00658	5433788	5434405	-
chr20	LINC00658	5433788	5434405	-
chr20	LINC00658	5433788	5434405	-
chr20	LINC00658	5433788	5434401	-
chr20	LINC00658	5431961	5432638	-
chr20	LINC00658	5431988	5432638	-
chr20	LINC00658	5433962	5434405	-
chr20	LINC00658	5433962	5434405	-
chr20	LINC00658	5432010	5432638	-
chr20	MKKS	10412529	10413931	-
chr20	AL050403.1	10889948	10890280	-
chr20	AL049646.1	18323643	18325234	-
chr20	RALGAPA2	20412026	20412148	-
chr20	LINC01427	22282353	22282672	-
chr20	LINC01747	22684744	22685296	-
chr20	FAM182B	25774017	25775312	-
chr20	NECAB3	33657086	33657857	-
chr20	NECAB3	33659496	33659732	-
chr20	NECAB3	33659884	33660395	-
chr20	NECAB3	33659884	33660395	-
chr20	NECAB3	33659884	33660395	-
chr20	NECAB3	33659884	33660395	-
chr20	EIF6	35284175	35284492	-
chr20	FER1L4	35563853	35564918	-
chr20	FER1L4	35559340	35560638	-
chr20	FER1L4	35560122	35560638	-
chr20	FER1L4	35559155	35559627	-
chr20	DSN1	36770872	36771193	-
chr20	SAMHD1	36911217	36912552	-
chr20	SNHG17	38421005	38422984	-
chr20	SNHG17	38421005	38422984	-
chr20	SNHG17	38421005	38422241	-
chr20	SNHG17	38421005	38422241	-
chr20	SNHG17	38421005	38422241	-
chr20	SNHG17	38426418	38427444	-
chr20	SNHG17	38421005	38422368	-
chr20	SNHG17	38420591	38421098	-
chr20	SNHG17	38425934	38426503	-
chr20	SNHG17	38425934	38426503	-
chr20	PLCG1-AS1	41100657	41101289	-
chr20	CHD6	41496808	41498226	-
chr20	SLC35C2	46358386	46358763	-
chr20	ELMO2	46368890	46370525	-
chr20	PREX1	48632276	48632639	-
chr20	UBE2V1	50115484	50115954	-
chr20	UBE2V1	50115484	50115954	-
chr20	CTCFL	57525027	57525652	-
chr20	PPP4R1L	58245782	58247506	-
chr20	HAR1B	63095492	63096183	-
chr20	EEF1A2	63488013	63488425	-
chr20	ARFRP1	63698642	63700702	-
chr20	UCKL1	63940949	63941208	-
chr21	ANKRD30BP2	13042778	13045270	+
chr21	ABCC13	14316200	14317635	+
chr21	ABCC13	14288403	14291747	+
chr21	LINC01684	24488112	24488912	+
chr21	GET1	39390697	39391476	+
chr21	GET1	39405913	39406731	+
chr21	GET1	39405913	39406731	+
chr21	DSCAM-AS1	40383082	40383584	+
chr21	MX1	41421837	41422095	+
chr21	UMODL1	42110879	42111710	+
chr21	GATD3A	44144820	44145723	+
chr21	AIRE	44292992	44293175	+
chr21	TRPM2	44391271	44391625	+
chr21	ADARB1	45222017	45226560	+
chr21	ADARB1	45222017	45226560	+
chr21	LINC00334	45258450	45259285	+
chr21	PRMT2	46648457	46648619	+
chr21	PRMT2	46658744	46659430	+
chr21	CBSL	6444868	6445661	-
chr21	CYP4F29P	13846758	13847123	-
chr21	AF127936.1	14753323	14753852	-
chr21	LINC00320	20742586	20743833	-
chr21	LINC00320	20742594	20743833	-
chr21	LINC00320	20742598	20743833	-
chr21	LINC01687	22062008	22062648	-
chr21	N6AMT1	28872190	28876491	-
chr21	CFAP298-TCP10L	32573283	32574676	-
chr21	CFAP298-TCP10L	32573283	32574676	-
chr21	CFAP298-TCP10L	32573283	32574124	-
chr21	CFAP298-TCP10L	32574575	32576923	-
chr21	SETD4	36034540	36036251	-
chr21	AP001042.1	38904229	38905423	-
chr21	AP001042.1	38923425	38923693	-
chr21	PRDM15	41800183	41801722	-
chr21	ZBTB21	41986830	41994108	-
chr21	TFF3	42313484	42313631	-
chr21	CBS	43053190	43053983	-
chr21	ICOSLG	44226833	44230089	-
chr21	LINC01547	44933314	44935096	-
chr21	LSS	46188445	46191235	-
chr21	C21ORF58	46301129	46302154	-
chr22	ADA2	17189941	17191810	-
chr22	PI4KAP1	18536649	18537412	-
chr22	PI4KAP1	18536649	18537412	-
chr22	PI4KAP1	18548010	18548469	-
chr22	PRODH	18936014	18936553	-
chr22	GNB1L	19854442	19854816	-
chr22	TXNRD2	19875521	19877234	-
chr22	TXNRD2	19875521	19877234	-
chr22	PI4KAP2	21475210	21476764	-
chr22	PI4KAP2	21477996	21478694	-
chr22	PI4KAP2	21477996	21478694	-
chr22	PPM1F	21924875	21925662	-
chr22	TOP3B	21957026	21958693	-
chr22	TOP3B	21962428	21962893	-
chr22	TOP3B	21957030	21958693	-
chr22	TOP3B	21959131	21959736	-
chr22	PRAME	22556811	22557580	-
chr22	PRAME	22556811	22557580	-
chr22	PRAME	22556811	22557580	-
chr22	PRAME	22556811	22557580	-
chr22	DERL3	23834502	23837154	-
chr22	DERL3	23834502	23837154	-
chr22	DERL3	23836733	23837154	-
chr22	AL022329.1	25563100	25563481	-
chr22	HPS4	26465454	26466262	-
chr22	XBP1	28796046	28796192	-
chr22	XBP1	28796046	28796192	-
chr22	RASL10A	29312932	29313987	-
chr22	THOC5	29544459	29544603	-
chr22	RNF215	30379481	30379780	-
chr22	DUSP18	30661444	30664080	-
chr22	SELENOM	31105929	31105965	-
chr22	LARGE1	33162225	33166832	-
chr22	APOL3	36145472	36145599	-
chr22	APOL3	36149045	36149371	-
chr22	APOL4	36201699	36202055	-
chr22	APOL4	36201699	36202055	-
chr22	APOL4	36201699	36202055	-
chr22	IFT27	36775673	36776125	-
chr22	ANKRD54	37832957	37833206	-
chr22	BAIAP2L2	38086241	38086449	-
chr22	CYP2D7	42141151	42141396	-
chr22	CYP2D7	42144283	42144577	-
chr22	LINC00899	46042573	46043699	-
chr22	CELSR1	46361173	46364251	-
chr22	Z84468.1	48546512	48547012	-
chr22	HDAC10	50245674	50246092	-
chr22	HDAC10	50245674	50246092	-
chr22	PLXNB2	50277852	50278013	-
chr22	PLXNB2	50277852	50278013	-
chr22	PLXNB2	50278116	50278271	-
chr22	PLXNB2	50278434	50278519	-
chr22	PLXNB2	50278595	50278696	-
chr22	PLXNB2	50278854	50279011	-
chr22	ARSA	50627555	50628170	-
chr22	DUXAP8	15787171	15788699	+
chr22	DUXAP8	15787171	15788699	+
chr22	TPTEP1	16614076	16615111	+
chr22	DGCR5	18987756	18988195	+
chr22	SEPTIN5	19722236	19723319	+
chr22	COMT	19961696	19962815	+
chr22	RANBP1	20126302	20127181	+
chr22	MED15	20554935	20555148	+
chr22	TMEM191A	20703632	20704040	+
chr22	TMEM191A	20703632	20704040	+
chr22	CRKL	20949710	20953747	+
chr22	P2RX6	21026419	21028008	+
chr22	GGTLC2	22646982	22647290	+
chr22	GGTLC2	22646982	22647290	+
chr22	RGL4	23698554	23698978	+
chr22	SPECC1L	24321287	24322918	+
chr22	GGT1	24610249	24610531	+
chr22	GGT1	24610249	24610531	+
chr22	GGT1	24628080	24628388	+
chr22	GGT1	24628080	24628388	+
chr22	LINC02554	27316803	27317456	+
chr22	TTC28-AS1	27997410	27998838	+
chr22	TTC28-AS1	27997410	27998838	+
chr22	TTC28-AS1	27997410	27998838	+
chr22	TTC28-AS1	27999429	28001658	+
chr22	TTC28-AS1	27997410	27998152	+
chr22	TTC28-AS1	27997410	27998152	+
chr22	TTC28-AS1	27997985	27998838	+
chr22	GAS2L1	29307057	29308738	+
chr22	NF2	29683019	29683915	+
chr22	SMTN	31080449	31080754	+
chr22	INPP5J	31124844	31126010	+
chr22	RNF185	31204488	31207013	+
chr22	TOM1	35323495	35323630	+
chr22	NCF4	36875652	36876094	+
chr22	NCF4	36875652	36876094	+
chr22	ATF4	39521353	39521671	+
chr22	MCHR1	40680948	40682083	+
chr22	C22ORF46	41693462	41698136	+
chr22	SEPTIN3	41994620	41998221	+
chr22	NDUFA6-DT	42124046	42124562	+
chr22	NDUFA6-DT	42124046	42124562	+
chr22	NDUFA6-DT	42136198	42136714	+
chr22	SERHL	42510630	42511927	+
chr22	SERHL	42502350	42502768	+
chr22	PRR5	44702217	44702608	+
chr22	NCAPH2	50523016	50523472	+
chr1_ki270711v1_random	AC240274.1	7816	7989	-
